customerid,churn,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges_monthly,charges_total,daily_charges,total_services_count
7878-jgdkk,0,1,0,0,0,4,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed_check,44.55,220.75,1.46,2
7878-rtczg,0,0,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,19.9,19.9,0.65,1
7879-cgsfv,0,1,0,0,0,55,1,0,fiber_optic,1,1,0,0,1,1,one_year,1,mailed_check,100.9,5552.05,3.31,6
7880-xsojx,0,1,0,0,0,4,0,0,dsl,1,1,0,1,0,0,month-to-month,0,mailed_check,42.4,146.4,1.39,4
7881-evuad,1,0,0,0,0,2,0,0,dsl,1,1,0,0,0,1,month-to-month,1,electronic_check,42.6,72.4,1.4,4
7881-inrlc,1,1,0,0,0,45,1,1,fiber_optic,0,1,0,0,1,1,month-to-month,1,credit_card_automatic,100.85,4740.0,3.31,6
7883-rojoc,0,0,0,1,0,19,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed_check,44.9,839.65,1.48,2
7890-vyywg,1,1,1,1,0,3,0,0,dsl,0,0,0,0,1,0,month-to-month,1,mailed_check,36.45,93.7,1.2,2
7892-pookp,1,0,0,1,0,28,1,1,fiber_optic,0,0,1,1,1,1,month-to-month,1,electronic_check,104.8,3046.05,3.44,7
7892-qvykw,0,0,0,1,1,23,1,1,fiber_optic,0,0,0,0,0,1,month-to-month,0,electronic_check,85.6,1868.4,2.81,4
7893-ixhrq,1,1,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,electronic_check,20.55,20.55,0.68,1
7895-vonwt,0,0,0,0,0,25,0,0,dsl,0,0,1,0,1,1,month-to-month,1,electronic_check,48.25,1293.8,1.59,4
7898-pdwqe,0,1,0,1,0,71,1,1,dsl,1,1,1,1,0,1,two_year,0,credit_card_automatic,80.4,5727.15,2.64,8
7901-hxjva,0,1,0,0,0,14,1,0,fiber_optic,0,0,1,0,0,0,month-to-month,0,electronic_check,76.45,1117.55,2.51,3
7901-iidqv,0,1,0,0,0,24,1,1,dsl,0,0,0,1,0,0,one_year,0,bank_transfer_automatic,54.6,1242.25,1.79,4
7901-tbkjx,0,1,1,0,0,56,1,1,fiber_optic,0,0,1,0,1,1,month-to-month,1,electronic_check,101.05,5594.0,3.32,6
7903-cmpey,1,1,1,1,0,1,1,1,fiber_optic,1,0,0,0,0,0,month-to-month,1,electronic_check,80.3,80.3,2.64,4
7905-njmxs,0,1,1,1,0,7,1,1,dsl,1,1,0,1,0,0,month-to-month,0,electronic_check,64.2,475.0,2.11,6
7905-tvxta,0,0,0,0,0,5,1,0,dsl,1,0,0,1,1,0,month-to-month,1,electronic_check,64.35,352.65,2.11,5
7908-qcbca,1,0,0,1,0,1,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,mailed_check,69.4,69.4,2.28,2
7909-fioiy,0,0,0,1,1,19,0,0,dsl,0,0,0,0,0,0,month-to-month,1,mailed_check,24.85,434.8,0.82,1
7912-syrqt,1,0,0,0,0,7,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,bank_transfer_automatic,75.1,552.95,2.47,3
7916-vccpb,0,0,0,1,1,16,1,0,fiber_optic,0,1,0,0,0,0,month-to-month,0,bank_transfer_automatic,73.25,1195.75,2.41,3
7919-zodzz,0,0,0,1,1,10,1,0,dsl,0,1,1,0,0,1,one_year,1,mailed_check,65.9,660.05,2.17,5
7921-bepci,0,0,0,0,0,72,1,1,dsl,1,1,0,0,0,0,two_year,0,bank_transfer_automatic,59.75,4265.0,1.96,5
7921-lmdfq,0,1,1,0,0,51,1,0,fiber_optic,0,0,1,0,1,1,one_year,1,bank_transfer_automatic,94.0,4905.75,3.09,5
7923-iyjwy,0,1,1,0,0,67,1,1,fiber_optic,1,1,1,1,1,1,two_year,1,credit_card_automatic,116.1,7839.85,3.81,9
7924-gjzfi,0,0,1,1,0,25,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,69.3,1813.1,2.28,2
7925-pnrgi,0,0,0,1,1,45,1,1,dsl,1,1,1,1,1,0,month-to-month,0,mailed_check,81.3,3541.1,2.67,8
7926-ijoou,0,1,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,credit_card_automatic,19.3,19.3,0.63,1
7927-auxbz,1,0,0,0,0,30,1,0,fiber_optic,0,0,0,1,1,0,month-to-month,0,electronic_check,85.15,2555.9,2.8,4
7928-vjyab,0,1,0,1,1,11,1,0,fiber_optic,0,0,0,0,1,1,month-to-month,0,electronic_check,90.6,1020.2,2.98,4
7929-dmbcv,0,0,0,1,0,20,1,0,fiber_optic,0,0,1,1,0,0,month-to-month,1,mailed_check,81.0,1683.7,2.66,4
7929-skfgk,0,1,0,1,0,70,1,1,fiber_optic,1,1,1,1,1,1,two_year,0,credit_card_automatic,114.3,8244.3,3.76,9
7931-pxhfc,1,1,0,0,0,38,1,0,dsl,0,0,1,1,0,1,one_year,1,mailed_check,62.3,2354.8,2.05,5
7932-wptds,1,0,1,1,0,1,0,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic_check,24.8,24.8,0.81,1
7938-ouhio,1,1,0,0,0,3,1,0,fiber_optic,0,0,1,1,1,1,month-to-month,1,electronic_check,98.7,293.65,3.24,6
7940-uqqug,0,0,0,1,1,64,1,1,fiber_optic,1,0,0,1,1,1,one_year,1,bank_transfer_automatic,104.4,6721.6,3.43,7
7941-rcjow,0,1,0,0,0,65,1,0,no,0,0,0,0,0,0,two_year,1,credit_card_automatic,19.55,1218.65,0.64,1
7943-rqchr,1,0,0,0,0,9,1,1,fiber_optic,0,0,0,0,1,1,month-to-month,1,electronic_check,94.75,889.9,3.11,5
7945-hlkea,0,0,0,0,0,60,1,1,dsl,1,0,1,1,0,0,one_year,0,electronic_check,64.75,4039.5,2.13,6
7945-prbvf,0,1,0,0,0,35,1,0,no,0,0,0,0,0,0,two_year,0,bank_transfer_automatic,21.45,705.45,0.7,1
7950-xwovn,0,1,0,0,0,11,0,0,dsl,0,1,1,0,0,0,month-to-month,0,mailed_check,34.7,383.55,1.14,3
7951-qkzpl,1,0,0,1,1,33,1,1,no,0,0,0,0,0,0,two_year,1,mailed_check,24.5,740.3,0.8,2
7951-vrdvk,0,0,0,0,0,36,1,0,dsl,1,1,1,1,1,1,one_year,0,bank_transfer_automatic,85.85,3003.55,2.82,8
7952-oboyl,0,1,0,0,0,3,1,0,fiber_optic,0,0,1,1,1,0,month-to-month,1,mailed_check,89.85,244.45,2.95,5
7954-mlbun,0,1,0,0,0,31,1,0,fiber_optic,0,0,1,1,1,1,two_year,0,bank_transfer_automatic,99.45,3109.9,3.27,6
7956-xqwgu,0,1,0,0,0,27,1,0,no,0,0,0,0,0,0,month-to-month,1,credit_card_automatic,19.4,460.25,0.64,1
7957-ryhqd,1,0,1,0,0,40,1,0,fiber_optic,1,1,0,0,0,0,month-to-month,1,credit_card_automatic,79.2,3233.85,2.6,4
7963-gqrmy,1,0,0,1,1,3,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed_check,44.3,134.5,1.46,2
7963-shndt,0,0,0,0,0,52,0,0,dsl,1,1,0,1,0,0,two_year,0,mailed_check,39.1,1982.1,1.28,4
7964-vexdg,0,1,0,0,1,21,1,1,fiber_optic,1,0,0,0,0,0,month-to-month,0,electronic_check,80.35,1747.2,2.64,4
7964-yesjc,0,0,0,1,0,24,1,1,dsl,1,1,1,0,0,0,month-to-month,0,mailed_check,66.3,1559.45,2.18,6
7964-zrkkg,0,1,0,1,0,67,1,1,fiber_optic,0,1,0,0,1,0,one_year,1,bank_transfer_automatic,88.4,5798.3,2.9,5
7966-yotqw,0,1,0,0,0,10,1,1,dsl,1,0,0,0,0,0,month-to-month,1,credit_card_automatic,54.5,568.2,1.79,4
7967-hycde,0,1,0,0,0,8,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,0,bank_transfer_automatic,70.7,553.4,2.32,2
7968-quxns,0,1,0,0,0,6,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,18.95,110.15,0.62,1
7969-aulmz,1,0,0,0,0,21,1,1,fiber_optic,0,0,0,0,1,1,month-to-month,1,electronic_check,97.35,2119.5,3.2,5
7969-ffowg,0,1,0,1,1,65,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,19.9,1292.6,0.65,1
7971-hlvxi,0,1,0,1,1,72,1,1,fiber_optic,0,0,0,0,0,1,two_year,1,credit_card_automatic,84.5,6130.85,2.78,4
7973-dzrkh,0,0,0,0,1,66,1,1,fiber_optic,1,0,1,1,0,0,two_year,1,credit_card_automatic,90.95,5930.05,2.99,6
7975-jmznt,0,1,0,1,0,66,1,1,dsl,1,1,1,1,1,1,two_year,0,bank_transfer_automatic,91.7,6075.9,3.01,9
7975-tzmlr,0,1,0,0,0,47,1,1,fiber_optic,0,1,1,0,1,1,one_year,1,electronic_check,103.1,4889.3,3.39,7
7976-cicys,0,1,0,0,0,4,1,0,no,0,0,0,0,0,0,month-to-month,1,credit_card_automatic,20.7,83.75,0.68,1
7977-hxjku,0,1,0,0,1,21,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,19.6,397.0,0.64,1
7978-dkuqh,0,0,0,1,0,25,1,0,fiber_optic,0,0,1,0,0,0,month-to-month,1,electronic_check,74.6,1797.75,2.45,3
7979-corpm,1,1,0,0,0,24,1,1,fiber_optic,0,1,0,0,1,0,month-to-month,1,credit_card_automatic,90.55,2282.55,2.97,5
7980-mhflq,0,0,0,1,1,72,1,1,no,0,0,0,0,0,0,two_year,0,mailed_check,24.9,1859.2,0.82,2
7982-vcelr,0,0,0,0,0,36,1,0,fiber_optic,0,1,0,0,1,1,month-to-month,1,credit_card_automatic,94.8,3565.65,3.11,5
7989-awgeh,0,1,0,1,1,49,0,0,dsl,1,0,0,0,0,1,month-to-month,1,electronic_check,39.2,1838.15,1.29,3
7989-chgtl,1,1,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed_check,19.6,19.6,0.64,1
7989-vcqoh,0,1,0,1,1,18,1,0,dsl,1,0,1,1,1,1,month-to-month,0,electronic_check,83.25,1611.15,2.74,7
7993-nqlje,0,1,0,1,1,15,1,0,fiber_optic,1,0,0,0,0,0,month-to-month,0,mailed_check,75.1,1151.55,2.47,3
7993-pykof,1,1,0,1,0,8,1,0,fiber_optic,1,0,0,0,0,0,month-to-month,0,electronic_check,75.0,632.95,2.46,3
7994-uyivz,0,1,0,1,0,8,1,1,fiber_optic,0,0,0,0,0,1,month-to-month,1,bank_transfer_automatic,85.65,659.45,2.81,4
7994-xirtr,0,1,1,0,0,54,1,0,dsl,0,0,1,1,0,1,one_year,0,bank_transfer_automatic,65.25,3529.95,2.14,5
7995-zhhnz,0,1,0,1,0,42,1,1,dsl,1,0,0,0,0,0,one_year,0,credit_card_automatic,56.1,2386.85,1.84,4
7996-bpxhy,0,0,0,1,1,13,1,1,no,0,0,0,0,0,0,two_year,1,bank_transfer_automatic,25.0,332.5,0.82,2
7996-mhxlw,0,0,0,0,0,66,1,1,no,0,0,0,0,0,0,two_year,1,credit_card_automatic,25.15,1683.6,0.83,2
7997-eassd,0,0,0,1,0,63,1,1,fiber_optic,0,0,0,1,0,0,one_year,1,credit_card_automatic,81.2,4965.1,2.67,4
7998-wnzem,0,1,0,0,0,71,1,1,dsl,1,1,1,1,0,1,two_year,0,bank_transfer_automatic,80.6,5708.2,2.65,8
7998-zlxwn,0,0,0,1,0,15,1,0,no,0,0,0,0,0,0,month-to-month,0,credit_card_automatic,20.45,330.8,0.67,1
8000-reiqb,1,0,1,0,0,1,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,69.95,69.95,2.3,2
8003-ewndz,0,0,0,0,0,10,1,0,no,0,0,0,0,0,0,month-to-month,1,electronic_check,21.2,222.65,0.7,1
8006-pycsw,0,0,0,0,0,2,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,20.1,39.8,0.66,1
8007-yypwd,0,0,0,0,0,15,1,1,no,0,0,0,0,0,0,two_year,0,bank_transfer_automatic,25.05,369.1,0.82,2
8008-esflk,0,0,0,1,0,53,1,0,fiber_optic,1,1,1,1,1,1,one_year,0,electronic_check,110.5,5835.5,3.63,8
8008-hawed,1,1,0,0,0,14,0,0,dsl,0,0,1,0,1,1,month-to-month,1,electronic_check,50.75,712.75,1.67,4
8008-otezx,0,0,0,1,1,35,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,19.65,708.8,0.65,1
8010-ezlou,1,1,1,0,0,15,1,1,fiber_optic,0,1,0,0,0,0,month-to-month,1,electronic_check,80.2,1217.25,2.63,4
8012-soudq,0,0,1,0,0,43,1,1,fiber_optic,0,1,0,0,1,0,month-to-month,1,electronic_check,90.25,3838.75,2.97,5
8015-ihcgw,0,0,0,1,1,72,1,1,fiber_optic,1,1,1,1,1,1,two_year,1,electronic_check,115.5,8425.15,3.79,9
8016-ncfvo,0,1,1,0,0,55,1,1,fiber_optic,1,1,1,1,1,1,month-to-month,1,electronic_check,116.5,6382.55,3.83,9
8016-zmgmo,0,0,1,1,0,66,1,1,dsl,0,1,1,0,1,0,one_year,1,bank_transfer_automatic,70.85,4738.85,2.33,6
8017-lxhfa,1,0,1,0,0,23,1,0,fiber_optic,0,1,0,0,1,1,month-to-month,1,electronic_check,94.75,2293.6,3.11,5
8017-uvszu,0,0,0,1,0,40,1,1,dsl,0,1,0,0,0,0,month-to-month,0,credit_card_automatic,56.6,2379.1,1.86,4
8019-enhxu,1,1,0,1,0,42,1,1,fiber_optic,0,1,1,1,0,1,month-to-month,1,electronic_check,99.45,4138.05,3.27,7
8020-bwhyl,1,0,1,0,0,15,1,0,fiber_optic,0,1,0,0,0,0,month-to-month,1,credit_card_automatic,75.3,1147.45,2.47,3
8022-becsi,0,1,0,0,0,22,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,19.6,422.5,0.64,1
8023-qhaio,0,0,1,1,0,56,1,1,fiber_optic,0,0,0,1,0,0,month-to-month,1,bank_transfer_automatic,76.85,4275.75,2.52,4
8024-xnafq,0,0,1,0,0,72,1,1,fiber_optic,1,1,1,1,0,1,two_year,1,bank_transfer_automatic,107.4,7748.75,3.53,8
8028-pnxhq,0,1,0,1,1,62,1,1,no,0,0,0,0,0,0,two_year,1,bank_transfer_automatic,24.25,1424.6,0.8,2
8029-xypwt,0,1,1,1,0,71,1,1,fiber_optic,1,1,1,1,1,1,two_year,1,bank_transfer_automatic,115.05,8016.6,3.78,9
8033-atfas,0,0,0,1,1,39,1,0,dsl,0,0,1,0,1,0,month-to-month,1,mailed_check,59.85,2341.5,1.97,4
8033-vczgh,0,1,0,1,0,50,1,1,fiber_optic,1,0,1,0,1,1,one_year,1,electronic_check,103.95,5231.3,3.42,7
8034-rytvv,0,0,0,0,0,55,1,1,fiber_optic,1,0,1,0,0,0,one_year,1,credit_card_automatic,84.25,4589.85,2.77,5
8035-buyvg,1,1,0,1,0,40,0,0,dsl,1,1,1,0,0,0,one_year,1,electronic_check,42.35,1716.45,1.39,4
8035-pwsev,0,0,0,0,0,6,1,0,fiber_optic,0,0,1,1,0,1,month-to-month,1,electronic_check,89.25,487.05,2.93,5
8039-aclpl,0,0,0,1,1,72,1,0,dsl,1,1,1,0,0,1,two_year,0,credit_card_automatic,68.75,4888.2,2.26,6
8039-eqpim,0,1,0,1,0,69,0,0,dsl,1,0,1,1,1,1,two_year,0,bank_transfer_automatic,60.25,4055.5,1.98,6
8040-mnrtf,0,0,0,0,0,1,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,0,mailed_check,71.1,71.1,2.34,2
8041-tmeid,0,1,1,1,0,63,1,1,fiber_optic,1,1,1,0,1,1,two_year,0,credit_card_automatic,108.5,6991.9,3.56,8
8042-jvnfh,1,1,0,0,0,1,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,mailed_check,71.35,71.35,2.34,2
8042-rnlko,0,1,0,0,0,66,1,1,no,0,0,0,0,0,0,one_year,0,bank_transfer_automatic,25.45,1699.15,0.84,2
8043-pnysd,0,1,0,1,1,63,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,19.55,1245.6,0.64,1
8044-bgwpi,0,1,0,1,1,12,1,0,no,0,0,0,0,0,0,month-to-month,1,electronic_check,21.15,306.05,0.69,1
8046-dnvtl,0,1,0,1,0,62,0,0,dsl,1,1,0,1,0,0,two_year,1,credit_card_automatic,38.6,2345.55,1.27,4
8048-dsdfq,0,1,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,20.2,20.2,0.66,1
8049-wjclq,0,1,0,1,1,10,1,0,dsl,0,0,1,0,1,0,month-to-month,0,mailed_check,60.2,563.5,1.98,4
8050-dvojx,0,1,1,0,0,49,1,1,dsl,1,1,1,1,0,1,two_year,0,credit_card_automatic,81.35,4060.9,2.67,8
8050-wybnd,0,0,0,0,1,22,0,0,dsl,0,0,1,0,1,1,one_year,1,credit_card_automatic,49.45,1031.4,1.62,4
8050-xgrvl,0,0,0,1,1,62,1,0,dsl,1,0,1,0,0,0,one_year,0,credit_card_automatic,54.75,3425.35,1.8,4
8051-hjrlt,1,0,1,0,0,1,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,70.55,70.55,2.32,2
8053-wwdro,1,0,0,1,0,6,1,0,no,0,0,0,0,0,0,month-to-month,0,bank_transfer_automatic,19.5,146.3,0.64,1
8058-dmyru,0,1,1,0,0,54,1,1,fiber_optic,0,1,0,0,0,1,month-to-month,1,electronic_check,90.05,4931.8,2.96,5
8058-intph,1,0,0,0,0,1,1,0,fiber_optic,0,0,0,0,1,0,month-to-month,1,electronic_check,79.65,79.65,2.62,3
8058-jmeqo,1,0,1,0,0,9,1,1,fiber_optic,0,0,0,0,0,1,month-to-month,1,electronic_check,84.45,762.5,2.77,4
8059-udzfy,0,0,1,0,1,33,1,1,fiber_optic,0,1,1,0,1,1,month-to-month,1,bank_transfer_automatic,105.35,3465.05,3.46,7
8060-hiwjj,0,1,0,0,0,64,1,1,dsl,0,1,1,1,1,1,two_year,0,credit_card_automatic,86.55,5632.55,2.84,8
8062-ybdoe,1,1,1,0,0,1,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,69.65,69.65,2.29,2
8063-gbatb,1,0,1,0,0,27,1,1,fiber_optic,0,0,0,0,0,1,month-to-month,1,electronic_check,85.25,2287.25,2.8,4
8063-rjynf,1,1,0,0,0,16,1,0,fiber_optic,1,0,0,0,1,1,month-to-month,1,electronic_check,94.25,1483.25,3.1,5
8064-ravoh,0,1,0,0,1,1,1,0,dsl,0,0,1,0,0,0,month-to-month,1,electronic_check,49.85,49.85,1.64,3
8065-bvepf,0,1,1,0,0,65,1,0,fiber_optic,0,1,1,0,1,1,month-to-month,1,bank_transfer_automatic,99.1,6496.15,3.26,6
8065-qbyto,0,0,1,0,0,71,1,1,fiber_optic,1,1,0,1,1,0,one_year,1,credit_card_automatic,99.65,7181.25,3.27,7
8065-ykxkd,1,0,0,0,0,10,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,74.75,799.65,2.46,3
8066-poxgx,1,0,0,0,0,13,0,0,dsl,0,0,0,0,0,1,month-to-month,1,electronic_check,35.1,446.1,1.15,2
8067-nioym,0,0,0,1,1,24,1,0,no,0,0,0,0,0,0,two_year,1,credit_card_automatic,21.1,490.65,0.69,1
8069-rhuxk,0,0,0,1,1,67,0,0,dsl,1,0,0,1,0,0,two_year,0,credit_card_automatic,35.7,2545.7,1.17,3
8069-yqqaj,0,1,0,0,0,14,0,0,dsl,0,1,0,0,0,0,month-to-month,1,mailed_check,31.1,419.7,1.02,2
8070-aawzp,0,1,1,1,0,24,0,0,dsl,0,0,1,1,0,0,month-to-month,0,mailed_check,34.25,828.2,1.13,3
8071-sbtrn,0,0,0,0,0,70,1,1,fiber_optic,1,1,1,0,1,1,two_year,1,mailed_check,111.15,7737.55,3.65,8
8073-ijdcm,1,0,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed_check,20.3,20.3,0.67,1
8075-gxiub,0,1,1,1,0,9,1,0,no,0,0,0,0,0,0,one_year,0,credit_card_automatic,19.85,183.15,0.65,1
8076-fezkj,0,1,0,0,0,10,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,19.5,225.85,0.64,1
8079-xrjrs,1,1,0,1,0,65,1,1,fiber_optic,1,1,1,0,0,0,one_year,0,electronic_check,89.75,5769.6,2.95,6
8080-ddemj,1,1,1,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,0,electronic_check,45.1,45.1,1.48,2
8080-potjr,0,0,0,0,0,30,1,1,dsl,1,0,1,0,1,1,one_year,1,credit_card_automatic,79.3,2427.1,2.61,7
8082-ghxop,0,1,0,0,1,13,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed_check,44.0,659.35,1.45,2
8083-ytzes,1,1,0,0,0,4,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,74.35,265.35,2.44,3
8084-oivbs,0,0,0,0,0,11,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,20.0,211.95,0.66,1
8085-msnlk,0,0,0,1,0,62,1,1,fiber_optic,1,1,1,1,1,1,two_year,0,mailed_check,113.95,6891.4,3.74,9
8086-ovpwv,1,1,0,0,0,2,1,0,fiber_optic,0,0,0,0,0,1,month-to-month,1,electronic_check,80.2,181.1,2.63,3
8087-lgyhq,0,1,0,0,0,9,1,0,fiber_optic,0,0,1,0,1,1,month-to-month,1,electronic_check,94.05,811.65,3.09,5
8089-uzwlx,0,0,1,0,0,71,1,1,fiber_optic,0,0,1,0,1,1,two_year,0,bank_transfer_automatic,104.05,7413.55,3.42,6
8091-ttvax,0,1,0,1,0,58,1,1,fiber_optic,0,0,1,0,1,1,one_year,0,credit_card_automatic,100.35,5681.1,3.3,6
8092-nltgf,0,1,0,0,0,72,1,1,no,0,0,0,0,0,0,two_year,0,bank_transfer_automatic,24.75,1777.6,0.81,2
8095-wanwk,0,0,0,0,0,10,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed_check,45.25,428.7,1.49,2
8096-loist,0,0,0,0,0,19,1,0,dsl,0,0,0,0,0,1,month-to-month,1,electronic_check,56.2,1093.4,1.85,3
8097-omulg,0,1,0,1,1,59,1,0,dsl,0,1,1,1,1,1,one_year,0,credit_card_automatic,76.75,4541.9,2.52,7
8097-vbqtz,0,1,0,0,0,54,1,0,dsl,1,1,0,1,1,0,month-to-month,1,mailed_check,69.9,3883.3,2.3,6
8098-llazx,1,0,1,0,0,4,1,1,fiber_optic,0,0,0,0,1,1,month-to-month,1,electronic_check,95.45,396.1,3.14,5
8098-tdcbu,0,0,0,1,0,42,1,1,no,0,0,0,0,0,0,two_year,0,electronic_check,25.25,1108.2,0.83,2
8099-mzpuj,0,1,0,1,1,48,1,1,fiber_optic,1,1,1,1,1,1,two_year,0,credit_card_automatic,111.8,5443.65,3.67,9
8100-hzzlj,0,0,0,0,1,43,1,0,dsl,1,1,0,0,0,1,month-to-month,1,electronic_check,63.95,2737.05,2.1,5
8100-pnjmh,0,1,0,1,1,68,1,1,dsl,1,1,1,1,1,1,two_year,1,credit_card_automatic,88.85,6132.7,2.92,9
8104-oskwt,0,0,0,0,0,12,1,1,fiber_optic,1,0,0,0,0,0,month-to-month,1,electronic_check,79.8,1001.2,2.62,4
8106-gwqok,0,1,0,1,0,38,0,0,dsl,1,1,0,1,1,1,two_year,1,bank_transfer_automatic,60.0,2193.2,1.97,6
8107-kncim,0,1,1,1,0,14,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,75.1,1013.35,2.47,3
8107-rzlnv,0,1,0,1,0,72,1,1,fiber_optic,0,1,1,0,1,1,two_year,1,bank_transfer_automatic,106.3,7565.35,3.49,7
8108-uxrqn,0,0,0,1,1,11,0,0,dsl,1,0,0,0,1,1,month-to-month,0,electronic_check,50.55,565.35,1.66,4
8109-yuohe,0,1,0,0,0,17,1,0,dsl,1,1,0,0,0,0,one_year,0,mailed_check,56.1,946.95,1.84,4
8111-bkvds,0,0,0,0,0,10,0,0,dsl,1,1,1,0,0,0,month-to-month,0,bank_transfer_automatic,40.7,449.3,1.34,4
8111-rkspx,1,1,0,0,0,4,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,bank_transfer_automatic,72.2,305.55,2.37,3
8111-sllhi,1,1,1,1,0,39,1,1,fiber_optic,0,1,1,0,1,1,month-to-month,1,electronic_check,105.65,4284.8,3.47,7
8118-lsuel,1,1,1,0,0,23,1,1,fiber_optic,0,1,1,0,1,1,month-to-month,1,electronic_check,106.4,2483.5,3.5,7
8118-tjafg,0,1,0,1,1,9,1,0,fiber_optic,0,1,0,1,1,1,month-to-month,1,electronic_check,101.5,906.85,3.33,6
8120-jdcam,0,1,0,1,1,4,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,mailed_check,69.55,284.9,2.29,2
8123-qbnaz,0,0,0,1,1,36,1,1,fiber_optic,1,0,1,0,1,1,month-to-month,1,credit_card_automatic,104.5,3684.95,3.43,7
8124-nzvgj,0,0,0,0,0,6,0,0,dsl,0,0,0,1,1,1,one_year,1,mailed_check,49.25,255.6,1.62,4
8125-qpfjd,0,0,0,1,0,72,1,1,dsl,1,0,1,1,1,1,two_year,1,bank_transfer_automatic,84.9,6065.3,2.79,8
8128-yvjrg,1,0,0,0,0,7,1,1,fiber_optic,1,0,0,0,0,0,month-to-month,1,mailed_check,79.65,604.7,2.62,4
8129-gmvgi,0,0,0,1,1,56,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,20.05,1090.1,0.66,1
8132-ypvbx,0,0,0,0,0,6,1,0,fiber_optic,0,1,0,0,0,1,month-to-month,1,mailed_check,85.95,514.6,2.82,4
8133-anhhj,0,0,1,0,0,49,1,1,fiber_optic,1,1,1,1,0,1,one_year,0,bank_transfer_automatic,103.0,5166.2,3.38,8
8138-ealnd,0,1,0,0,0,15,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,19.75,311.6,0.65,1
8143-etqti,0,0,0,1,1,23,1,0,no,0,0,0,0,0,0,two_year,1,mailed_check,19.65,451.55,0.65,1
8144-dghxp,0,0,0,0,0,54,1,0,dsl,1,0,1,1,1,1,two_year,0,electronic_check,80.6,4299.95,2.65,7
8146-qqkzh,0,0,0,1,0,71,1,0,dsl,1,0,1,1,1,1,two_year,0,bank_transfer_automatic,81.85,5924.4,2.69,7
8148-bplzq,0,1,0,0,0,34,1,0,dsl,0,1,0,0,0,0,month-to-month,1,electronic_check,49.8,1734.2,1.64,3
8148-nlegt,0,0,0,1,1,42,1,1,no,0,0,0,0,0,0,two_year,0,electronic_check,22.95,1014.25,0.75,2
8148-wocmk,0,1,0,1,1,8,1,0,no,0,0,0,0,0,0,two_year,0,credit_card_automatic,19.6,125.0,0.64,1
8149-aiqcg,0,1,0,0,0,39,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,credit_card_automatic,73.15,2730.85,2.4,3
8149-rsoun,1,0,0,0,0,1,1,1,fiber_optic,0,0,0,0,1,1,month-to-month,1,electronic_check,93.85,93.85,3.08,5
8150-qudfx,0,1,0,0,0,2,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,19.85,51.6,0.65,1
8152-uobny,0,0,1,0,0,50,1,1,fiber_optic,0,1,0,1,1,1,one_year,1,electronic_check,106.8,5347.95,3.51,7
